ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
Gongxing-995_all-1,,Gongxing,995_all,ʦʰæ₂₂ja₄₂,ʦʰæ₂₂ja₄₂,ʦʰ æ ₂₂ j a ₄₂,,Wang2006,1,
Jinman-995_all-1,,Jinman,995_all,da₄₂t͡ʂɚ₂₂,da₄₂t͡ʂɚ₂₂,d a ₄₂ t͡ʂ ɚ ₂₂,,Wang2006,5,
Mazhelong-995_all-1,,Mazhelong,995_all,so₂₁ji₂₁,so₂₁ji₂₁,s o ₂₁ j i ₂₁,,Wang2006,3,
Dashi-995_all-1,,Dashi,995_all,ʨwan₄₂pu₅₅,ʨwan₄₂pu₅₅,ʨ w a n ₄₂ p u ₅₅,,Wang2006,2,
Zhoucheng-995_all-1,,Zhoucheng,995_all,ji₃₁su₃₃,ji₃₁su₃₃,j i ₃₁ s u ₃₃,,Wang2006,6,
Jinxing-995_all-1,,Jinxing,995_all,ʦa₃₅kɑ₂₁ʦi₃₃,ʦa₃₅kɑ₂₁ʦi₃₃,ʦ a ₃₅ k ɑ ₂₁ ʦ i ₃₃,,Wang2006,1,
Tuolo-995_all-1,,Tuolo,995_all,ʨʰa₅₅,ʨʰa₅₅,ʨʰ a ₅₅,,Wang2006,4,
Enqi-995_all-1,,Enqi,995_all,ʨa₂₄ʁo₂₁ʦi₂₂,ʨa₂₄ʁo₂₁ʦi₂₂,ʨ a ₂₄ ʁ o ₂₁ ʦ i ₂₂,,Wang2006,1,
Ega-995_all-1,,Ega,995_all,da₅₅ŋwa₂₂,da₅₅ŋwa₂₂,d a ₅₅ ŋ w a ₂₂,,Wang2006,5,
Gongxing-742_ashes-1,,Gongxing,742_ashes,xwɛ₂₂ɕy₅₅ʁwa₁₂,xwɛ₂₂ɕy₅₅ʁwa₁₂,x w ɛ ₂₂ ɕ y ₅₅ ʁ w a ₁₂,,Wang2006,7,
Jinman-742_ashes-1,,Jinman,742_ashes,kʰwa₅₅la₂₁ɕu₅₅,kʰwa₅₅la₂₁ɕu₅₅,kʰ w a ₅₅ l a ₂₁ ɕ u ₅₅,,Wang2006,7,
Mazhelong-742_ashes-1,,Mazhelong,742_ashes,xwa₃₁la₄₄su₅₅,xwa₃₁la₄₄su₅₅,x w a ₃₁ l a ₄₄ s u ₅₅,,Wang2006,7,
Zhoucheng-742_ashes-1,,Zhoucheng,742_ashes,su₅₅,su₅₅,s u ₅₅,,Wang2006,7,
Jinxing-742_ashes-1,,Jinxing,742_ashes,su₅₅,su₅₅,s u ₅₅,,Wang2006,7,
Tuolo-742_ashes-1,,Tuolo,742_ashes,ʂɤ₅₅,ʂɤ₅₅,ʂ ɤ ₅₅,,Wang2006,7,
Enqi-742_ashes-1,,Enqi,742_ashes,xwi₂₂ɕu₂₄,xwi₂₂ɕu₂₄,x w i ₂₂ ɕ u ₂₄,,Wang2006,7,
Ega-742_ashes-1,,Ega,742_ashes,xwa₅₅lo₂₁ɕu₅₅,xwa₅₅lo₂₁ɕu₅₅,x w a ₅₅ l o ₂₁ ɕ u ₅₅,,Wang2006,7,
Gongxing-840_bark-1,,Gongxing,840_bark,d͡ʐi₁₂bi₂₁,d͡ʐi₁₂bi₂₁,d͡ʐ i ₁₂ b i ₂₁,,Wang2006,8,
Mazhelong-840_bark-1,,Mazhelong,840_bark,ɕen₅₅pe₂₁,ɕen₅₅pe₂₁,ɕ e n ₅₅ p e ₂₁,,Wang2006,8,
Dashi-840_bark-1,,Dashi,840_bark,t͡ʂɯ₂₁pe₂₁,t͡ʂɯ₂₁pe₂₁,t͡ʂ ɯ ₂₁ p e ₂₁,,Wang2006,8,
Zhoucheng-840_bark-1,,Zhoucheng,840_bark,ʦɯ₃₁pe₂₁,ʦɯ₃₁pe₂₁,ʦ ɯ ₃₁ p e ₂₁,,Wang2006,8,
Jinxing-840_bark-1,,Jinxing,840_bark,ʦɯ₃₁pe₂₁,ʦɯ₃₁pe₂₁,ʦ ɯ ₃₁ p e ₂₁,,Wang2006,8,
Tuolo-840_bark-1,,Tuolo,840_bark,djɯ₂₁bi₃₅,djɯ₂₁bi₃₅,d j ɯ ₂₁ b i ₃₅,,Wang2006,8,
Enqi-840_bark-1,,Enqi,840_bark,djɯ₄₃pi₂₁,djɯ₄₃pi₂₁,d j ɯ ₄₃ p i ₂₁,,Wang2006,8,
Ega-840_bark-1,,Ega,840_bark,ʥi₄₂ʨyj₂₁qa₅₅,ʥi₄₂ʨyj₂₁qa₅₅,ʥ i ₄₂ ʨ y j ₂₁ q a ₅₅,,Wang2006,9,
Gongxing-736_belly-1,,Gongxing,736_belly,ʐi₂₁,ʐi₂₁,ʐ i ₂₁,,Wang2006,11,
Jinman-736_belly-1,,Jinman,736_belly,ʐɚ₄₂,ʐɚ₄₂,ʐ ɚ ₄₂,,Wang2006,11,
Mazhelong-736_belly-1,,Mazhelong,736_belly,pɯ₄₄,pɯ₄₄,p ɯ ₄₄,,Wang2006,12,
Dashi-736_belly-1,,Dashi,736_belly,fo₄₄,fo₄₄,f o ₄₄,,Wang2006,12,
Zhoucheng-736_belly-1,,Zhoucheng,736_belly,fɤ₄₄,fɤ₄₄,f ɤ ₄₄,,Wang2006,12,
Jinxing-736_belly-1,,Jinxing,736_belly,fɤ₄₄,fɤ₄₄,f ɤ ₄₄,,Wang2006,12,
Tuolo-736_belly-1,,Tuolo,736_belly,fɚ₄₂,fɚ₄₂,f ɚ ₄₂,,Wang2006,12,
Enqi-736_belly-1,,Enqi,736_belly,fo₂₄,fo₂₄,f o ₂₄,,Wang2006,12,
Ega-736_belly-1,,Ega,736_belly,xu₄₄qʰo₂₂,xu₄₄qʰo₂₂,x u ₄₄ qʰ o ₂₂,,Wang2006,10,
Gongxing-362_big-1,,Gongxing,362_big,da₄₂,da₄₂,d a ₄₂,,Wang2006,13,
Jinman-362_big-1,,Jinman,362_big,do₄₂,do₄₂,d o ₄₂,,Wang2006,13,
Mazhelong-362_big-1,,Mazhelong,362_big,do₄₂,do₄₂,d o ₄₂,,Wang2006,13,
Dashi-362_big-1,,Dashi,362_big,tow₄₂,tow₄₂,t o w ₄₂,,Wang2006,13,
